cellid,commid,xcoord,ycoord
2269,2172,9.21719,45.40407
2270,2172,9.2202,45.40407
2271,2172,9.2232,45.40406
2272,2172,9.2262,45.40406
2273,2172,9.22921,45.40405
2274,2172,9.23221,45.40405
2275,2172,9.23521,45.40404
2276,2081,9.23821,45.40403
2277,2081,9.24122,45.40403
2278,2081,9.24422,45.40402
2279,2081,9.24722,45.40401
2280,2081,9.25023,45.40401
2281,2786,9.25323,45.404
2282,2786,9.25623,45.40399
2283,2786,9.25923,45.40399
2284,2786,9.26224,45.40398
2285,2786,9.26524,45.40397
2286,2786,9.26824,45.40397
2287,2786,9.27124,45.40396
2288,2786,9.27425,45.40395
2289,2786,9.27725,45.40394
2290,1794,9.28025,45.40394
2291,1794,9.28326,45.40393
2292,1794,9.28626,45.40392
2293,1794,9.28926,45.40391
2294,1794,9.29226,45.40391
2295,1794,9.29527,45.4039
2296,1794,9.29827,45.40389
2297,1794,9.30127,45.40388
2298,1794,9.30428,45.40388
2299,1794,9.30728,45.40387
2300,1794,9.31028,45.40386
2301,3118,9.013,45.4064
2302,3118,9.01601,45.4064
2303,3118,9.01901,45.40639
2304,3118,9.02201,45.40639
2305,3118,9.02501,45.40639
2306,3118,9.02802,45.40639
2307,3118,9.03102,45.40639
2308,3118,9.03402,45.40639
2309,3118,9.03703,45.40639
2310,3118,9.04003,45.40639
2311,3118,9.04303,45.40639
2312,3118,9.04603,45.40639
2313,3118,9.04904,45.40639
2314,3118,9.05204,45.40638
2315,3118,9.05504,45.40638
2316,3118,9.05805,45.40638
2317,3118,9.06105,45.40638
2318,3118,9.06405,45.40638
2319,3118,9.06706,45.40638
2320,3118,9.07006,45.40637
2321,3118,9.07306,45.40637
2322,3118,9.07606,45.40637
2323,3118,9.07907,45.40637
2324,3118,9.08207,45.40637
2325,3118,9.08507,45.40636
2326,3118,9.08808,45.40636
2327,3118,9.09108,45.40636
2328,3118,9.09408,45.40636
2329,3118,9.09708,45.40636
2330,2935,9.10009,45.40635
2331,2935,9.10309,45.40635
2332,2935,9.10609,45.40635
2333,2935,9.1091,45.40634
2334,2935,9.1121,45.40634
2335,2935,9.1151,45.40634
2336,2338,9.11811,45.40634
2337,2338,9.12111,45.40633
2338,2338,9.12411,45.40633
2339,2338,9.12711,45.40633
2340,2338,9.13012,45.40632
2341,2338,9.13312,45.40632
2342,2338,9.13612,45.40632
2343,2338,9.13913,45.40631
2344,2338,9.14213,45.40631
2345,2245,9.14513,45.4063
2346,2245,9.14814,45.4063
2347,2245,9.15114,45.4063
2348,2245,9.15414,45.40629
2349,2245,9.15714,45.40629
2350,1251,9.16015,45.40628
2351,1251,9.16315,45.40628
2352,1251,9.16615,45.40628
2353,1251,9.16916,45.40627
2354,1251,9.17216,45.40627
2355,1251,9.17516,45.40626
2356,1251,9.17816,45.40626
2357,6634,9.18117,45.40625
2358,6634,9.18417,45.40625
2359,6634,9.18717,45.40624
2360,6634,9.19018,45.40624
2361,2854,9.19318,45.40623
2362,2266,9.19618,45.40623
2363,2266,9.19919,45.40622
2364,2266,9.20219,45.40622
2365,2266,9.20519,45.40621
2366,2266,9.20819,45.40621
2367,2266,9.2112,45.4062
2368,2266,9.2142,45.4062
2369,2172,9.2172,45.40619
2370,2172,9.22021,45.40618
2371,2172,9.22321,45.40618
2372,2172,9.22621,45.40617
2373,2172,9.22921,45.40617
2374,2172,9.23222,45.40616
2375,2786,9.23522,45.40615
2376,2786,9.23822,45.40615
2377,2081,9.24123,45.40614
2378,2081,9.24423,45.40614
2379,2081,9.24723,45.40613
2380,2081,9.25023,45.40612
2381,2786,9.25324,45.40612
2382,2786,9.25624,45.40611
2383,2786,9.25924,45.4061
2384,2786,9.26225,45.4061
2385,2786,9.26525,45.40609
2386,2786,9.26825,45.40608
2387,2786,9.27126,45.40607
2388,2786,9.27426,45.40607
2389,2786,9.27726,45.40606
2390,2786,9.28026,45.40605
2391,2786,9.28327,45.40605
2392,1794,9.28627,45.40604
2393,1794,9.28927,45.40603
2394,1794,9.29228,45.40602
2395,1794,9.29528,45.40601
2396,1794,9.29828,45.40601
2397,1794,9.30128,45.406
2398,1794,9.30429,45.40599
2399,1794,9.30729,45.40598
2400,1794,9.31029,45.40597
2401,3118,9.013,45.40851
2402,3118,9.01601,45.40851
2403,3118,9.01901,45.40851
2404,3118,9.02201,45.40851
2405,3118,9.02501,45.40851
2406,3118,9.02802,45.40851
2407,3118,9.03102,45.40851
2408,3118,9.03402,45.40851
2409,3118,9.03703,45.40851
2410,3118,9.04003,45.4085
2411,3118,9.04303,45.4085
2412,3118,9.04604,45.4085
2413,3118,9.04904,45.4085
2414,3118,9.05204,45.4085
2415,3118,9.05505,45.4085
2416,3118,9.05805,45.4085
2417,3118,9.06105,45.4085
2418,3118,9.06405,45.40849
2419,3118,9.06706,45.40849
2420,3118,9.07006,45.40849
2421,3118,9.07306,45.40849
2422,3118,9.07607,45.40849
2423,3118,9.07907,45.40848
2424,3118,9.08207,45.40848
2425,3118,9.08508,45.40848
2426,3118,9.08808,45.40848
2427,3118,9.09108,45.40848
2428,3118,9.09409,45.40847
2429,2935,9.09709,45.40847
2430,2935,9.10009,45.40847
2431,2935,9.10309,45.40847
2432,2935,9.1061,45.40846
2433,2935,9.1091,45.40846
2434,2935,9.1121,45.40846
2435,2935,9.11511,45.40845
2436,2338,9.11811,45.40845
2437,2338,9.12111,45.40845
2438,2338,9.12412,45.40844
2439,2338,9.12712,45.40844
2440,2338,9.13012,45.40844
2441,2338,9.13313,45.40843
2442,2338,9.13613,45.40843
2443,2338,9.13913,45.40843
2444,2245,9.14213,45.40842
2445,2245,9.14514,45.40842
2446,2245,9.14814,45.40842
2447,2245,9.15114,45.40841
2448,2245,9.15415,45.40841
2449,2245,9.15715,45.4084
2450,2854,9.16015,45.4084
2451,2854,9.16316,45.4084
2452,1251,9.16616,45.40839
2453,1251,9.16916,45.40839
2454,1251,9.17217,45.40838
2455,1251,9.17517,45.40838
2456,2854,9.17817,45.40837
2457,6634,9.18117,45.40837
2458,6634,9.18418,45.40836
2459,6634,9.18718,45.40836
2460,6634,9.19018,45.40835
2461,2854,9.19319,45.40835
2462,2266,9.19619,45.40834
2463,2266,9.19919,45.40834
2464,2266,9.2022,45.40833
2465,2266,9.2052,45.40833
2466,2266,9.2082,45.40832
2467,2266,9.2112,45.40832
2468,2266,9.21421,45.40831
2469,2266,9.21721,45.40831
2470,2172,9.22021,45.4083
2471,2172,9.22322,45.40829
2472,2172,9.22622,45.40829
2473,2172,9.22922,45.40828
2474,2786,9.23223,45.40828
2475,2786,9.23523,45.40827
2476,2786,9.23823,45.40826
2477,2786,9.24123,45.40826
2478,2081,9.24424,45.40825
2479,2786,9.24724,45.40824
2480,2786,9.25024,45.40824
2481,2786,9.25325,45.40823
2482,2786,9.25625,45.40822
2483,2786,9.25925,45.40822
2484,2786,9.26226,45.40821
2485,2786,9.26526,45.4082
2486,2786,9.26826,45.4082
2487,2786,9.27127,45.40819
2488,2786,9.27427,45.40818
2489,2786,9.27727,45.40818
2490,2786,9.28027,45.40817
2491,2786,9.28328,45.40816
2492,2786,9.28628,45.40815
2493,1794,9.28928,45.40815
2494,1794,9.29229,45.40814
2495,1794,9.29529,45.40813
2496,1794,9.29829,45.40812
2497,1794,9.3013,45.40811
2498,1794,9.3043,45.40811
2499,1794,9.3073,45.4081
2500,1794,9.3103,45.40809
2501,3118,9.013,45.41063
2502,3118,9.01601,45.41063
2503,3118,9.01901,45.41063
2504,3118,9.02201,45.41062
2505,3118,9.02502,45.41062
2506,3118,9.02802,45.41062
2507,3118,9.03102,45.41062
2508,3118,9.03403,45.41062
2509,3118,9.03703,45.41062
2510,3118,9.04003,45.41062
2511,3118,9.04303,45.41062
2512,3118,9.04604,45.41062
2513,3118,9.04904,45.41062
2514,3118,9.05204,45.41062
2515,3118,9.05505,45.41061
2516,3118,9.05805,45.41061
2517,3118,9.06105,45.41061
2518,3118,9.06406,45.41061
2519,3118,9.06706,45.41061
2520,3118,9.07006,45.41061
2521,3118,9.07307,45.4106
2522,3118,9.07607,45.4106
2523,3118,9.07907,45.4106
2524,3118,9.08208,45.4106
2525,3118,9.08508,45.4106
2526,3118,9.08808,45.41059
2527,3118,9.09109,45.41059
2528,3118,9.09409,45.41059
2529,2935,9.09709,45.41059
2530,2935,9.1001,45.41058
2531,2935,9.1031,45.41058
2532,2935,9.1061,45.41058
2533,2935,9.1091,45.41057
2534,2935,9.11211,45.41057
2535,2935,9.11511,45.41057
2536,2935,9.11811,45.41057
2537,2338,9.12112,45.41056
2538,2338,9.12412,45.41056
2539,2338,9.12712,45.41056
2540,2338,9.13013,45.41055
2541,2338,9.13313,45.41055
2542,2338,9.13613,45.41055
2543,2338,9.13914,45.41054
2544,2245,9.14214,45.41054
2545,2245,9.14514,45.41053
2546,2245,9.14815,45.41053
2547,2245,9.15115,45.41053
2548,3659,9.15415,45.41052
2549,3659,9.15716,45.41052
2550,3659,9.16016,45.41051
2551,2854,9.16316,45.41051
2552,2854,9.16617,45.41051
2553,2854,9.16917,45.4105
2554,2854,9.17217,45.4105
2555,2854,9.17517,45.41049
2556,2854,9.17818,45.41049
2557,2854,9.18118,45.41048
2558,2854,9.18418,45.41048
2559,6634,9.18719,45.41047
2560,6634,9.19019,45.41047
2561,2266,9.19319,45.41046
2562,2266,9.1962,45.41046
2563,2266,9.1992,45.41045
2564,2266,9.2022,45.41045
2565,2266,9.20521,45.41044
2566,2266,9.20821,45.41044
2567,2266,9.21121,45.41043
2568,2266,9.21422,45.41043
2569,2266,9.21722,45.41042
2570,2266,9.22022,45.41041
2571,5569,9.22323,45.41041
2572,2266,9.22623,45.4104
2573,2786,9.22923,45.4104
2574,2786,9.23223,45.41039
2575,2786,9.23524,45.41038
2576,2786,9.23824,45.41038
2577,2786,9.24124,45.41037
2578,2786,9.24425,45.41037
2579,2786,9.24725,45.41036
2580,2786,9.25025,45.41035
2581,2786,9.25326,45.41035
2582,2786,9.25626,45.41034
2583,2786,9.25926,45.41033
2584,2786,9.26227,45.41033
2585,2786,9.26527,45.41032
2586,2786,9.26827,45.41031
2587,2786,9.27128,45.4103
2588,2786,9.27428,45.4103
2589,2786,9.27728,45.41029
2590,2786,9.28028,45.41028
2591,2786,9.28329,45.41028
2592,2786,9.28629,45.41027
2593,1794,9.28929,45.41026
2594,1794,9.2923,45.41025
2595,1794,9.2953,45.41025
2596,1794,9.2983,45.41024
2597,1794,9.30131,45.41023
2598,1794,9.30431,45.41022
2599,1794,9.30731,45.41021
2600,1794,9.31032,45.41021
2601,3118,9.013,45.41274
2602,3118,9.01601,45.41274
2603,3118,9.01901,45.41274
2604,3118,9.02201,45.41274
2605,3118,9.02502,45.41274
2606,3118,9.02802,45.41274
2607,3118,9.03102,45.41274
2608,3118,9.03403,45.41274
2609,3118,9.03703,45.41274
2610,3118,9.04003,45.41274
2611,3118,9.04304,45.41273
2612,3118,9.04604,45.41273
2613,3118,9.04904,45.41273
2614,3118,9.05205,45.41273
2615,3118,9.05505,45.41273
2616,3118,9.05805,45.41273
2617,3118,9.06106,45.41273
2618,3118,9.06406,45.41272
2619,3118,9.06706,45.41272
2620,3118,9.07007,45.41272
2621,3118,9.07307,45.41272
2622,3118,9.07607,45.41272
2623,3118,9.07908,45.41271
2624,3118,9.08208,45.41271
2625,3118,9.08508,45.41271
2626,3118,9.08809,45.41271
2627,3118,9.09109,45.41271
2628,3118,9.09409,45.4127
2629,2935,9.0971,45.4127
2630,2935,9.1001,45.4127
2631,2935,9.1031,45.4127
2632,2935,9.10611,45.41269
2633,2935,9.10911,45.41269
2634,2935,9.11211,45.41269
2635,2935,9.11512,45.41268
2636,2935,9.11812,45.41268
2637,2935,9.12112,45.41268
2638,2935,9.12413,45.41267
2639,2338,9.12713,45.41267
2640,2338,9.13013,45.41267
2641,2338,9.13314,45.41266
2642,2935,9.13614,45.41266
2643,2245,9.13914,45.41266
2644,2245,9.14215,45.41265
2645,2245,9.14515,45.41265
2646,2245,9.14815,45.41265
2647,2245,9.15115,45.41264
2648,3659,9.15416,45.41264
2649,3659,9.15716,45.41263
2650,3659,9.16016,45.41263
2651,2854,9.16317,45.41263
2652,2854,9.16617,45.41262
2653,2854,9.16917,45.41262
2654,2854,9.17218,45.41261
2655,2854,9.17518,45.41261
2656,2854,9.17818,45.4126
2657,2854,9.18119,45.4126
2658,2854,9.18419,45.41259
2659,2854,9.18719,45.41259
2660,2854,9.1902,45.41258
2661,2266,9.1932,45.41258
2662,2266,9.1962,45.41257
2663,2266,9.19921,45.41257
2664,2266,9.20221,45.41256
2665,2266,9.20521,45.41256
2666,2266,9.20822,45.41255
2667,2266,9.21122,45.41255
2668,2266,9.21422,45.41254
2669,2266,9.21723,45.41254
2670,2266,9.22023,45.41253
2671,2266,9.22323,45.41252
2672,3678,9.22624,45.41252
2673,2786,9.22924,45.41251
2674,3678,9.23224,45.41251
2675,3678,9.23525,45.4125
2676,3678,9.23825,45.41249
2677,3678,9.24125,45.41249
2678,2786,9.24426,45.41248
2679,2786,9.24726,45.41247
2680,2786,9.25026,45.41247
2681,2786,9.25327,45.41246
2682,2786,9.25627,45.41245
2683,2786,9.25927,45.41245
2684,2786,9.26228,45.41244
2685,2786,9.26528,45.41243
2686,2786,9.26828,45.41243
2687,2786,9.27129,45.41242
2688,2786,9.27429,45.41241
2689,2786,9.27729,45.41241
2690,2786,9.2803,45.4124
2691,2786,9.2833,45.41239
2692,2786,9.2863,45.41238
2693,2786,9.2893,45.41238
2694,1794,9.29231,45.41237
2695,1794,9.29531,45.41236
2696,1794,9.29831,45.41235
2697,1794,9.30132,45.41234
2698,1794,9.30432,45.41234
2699,1794,9.30732,45.41233
2700,1794,9.31033,45.41232
2701,3118,9.013,45.41486
2702,3118,9.01601,45.41486
2703,3118,9.01901,45.41486
2704,3118,9.02201,45.41486
2705,3118,9.02502,45.41485
2706,3118,9.02802,45.41485
2707,3118,9.03102,45.41485
2708,3118,9.03403,45.41485
2709,3118,9.03703,45.41485
2710,3118,9.04003,45.41485
2711,3118,9.04304,45.41485
2712,3118,9.04604,45.41485
2713,3118,9.04904,45.41485
2714,3118,9.05205,45.41485
2715,3118,9.05505,45.41484
2716,3118,9.05806,45.41484
2717,3118,9.06106,45.41484
2718,3118,9.06406,45.41484
2719,3118,9.06707,45.41484
2720,3118,9.07007,45.41484
2721,3118,9.07307,45.41483
2722,3118,9.07608,45.41483
2723,3118,9.07908,45.41483
2724,3118,9.08208,45.41483
2725,3118,9.08509,45.41483
2726,3118,9.08809,45.41482
2727,3118,9.09109,45.41482
2728,3633,9.0941,45.41482
2729,2935,9.0971,45.41482
2730,2935,9.1001,45.41481
2731,2935,9.10311,45.41481
2732,2935,9.10611,45.41481
2733,2935,9.10911,45.41481
2734,2935,9.11212,45.4148
2735,2935,9.11512,45.4148
2736,2935,9.11812,45.4148
2737,2935,9.12113,45.41479
2738,2935,9.12413,45.41479
2739,2935,9.12713,45.41479
2740,2935,9.13014,45.41478
2741,2935,9.13314,45.41478
2742,2935,9.13614,45.41478
2743,2935,9.13915,45.41477
2744,2245,9.14215,45.41477
2745,2245,9.14515,45.41477
2746,2245,9.14816,45.41476
2747,2245,9.15116,45.41476
2748,3659,9.15416,45.41475
2749,3659,9.15717,45.41475
2750,3659,9.16017,45.41475
2751,2854,9.16317,45.41474
2752,2854,9.16618,45.41474
2753,2854,9.16918,45.41473
2754,2854,9.17218,45.41473
2755,2854,9.17519,45.41472
2756,2854,9.17819,45.41472
2757,2854,9.18119,45.41471
2758,2854,9.1842,45.41471
2759,2854,9.1872,45.4147
2760,2854,9.1902,45.4147
2761,2266,9.19321,45.41469
2762,2266,9.19621,45.41469
2763,2266,9.19921,45.41468
2764,2266,9.20222,45.41468
2765,2266,9.20522,45.41467
2766,2266,9.20822,45.41467
2767,2266,9.21123,45.41466
2768,2266,9.21423,45.41466
2769,2266,9.21724,45.41465
2770,2266,9.22024,45.41465
2771,3678,9.22324,45.41464
2772,3678,9.22625,45.41463
2773,3678,9.22925,45.41463
2774,5569,9.23225,45.41462
2775,3678,9.23526,45.41462
2776,3678,9.23826,45.41461
2777,3678,9.24126,45.4146
2778,2786,9.24427,45.4146
2779,2786,9.24727,45.41459
2780,2786,9.25027,45.41458
2781,2786,9.25328,45.41458
2782,2786,9.25628,45.41457
2783,2786,9.25928,45.41456
2784,2786,9.26229,45.41456
2785,2786,9.26529,45.41455
2786,2786,9.26829,45.41454
2787,2786,9.2713,45.41454
2788,2786,9.2743,45.41453
2789,2786,9.2773,45.41452
2790,2786,9.28031,45.41451
2791,2786,9.28331,45.41451
2792,2786,9.28631,45.4145
2793,2786,9.28932,45.41449
2794,2786,9.29232,45.41448
2795,2786,9.29532,45.41448
2796,1794,9.29833,45.41447
2797,1794,9.30133,45.41446
2798,1794,9.30433,45.41445
2799,3997,9.30734,45.41444
2800,3997,9.31034,45.41444
2801,3118,9.013,45.41697
2802,4826,9.01601,45.41697
2803,3118,9.01901,45.41697
2804,3118,9.02202,45.41697
2805,3118,9.02502,45.41697
2806,3118,9.02802,45.41697
2807,3118,9.03103,45.41697
2808,3118,9.03403,45.41697
2809,3118,9.03703,45.41697
2810,3118,9.04004,45.41697
2811,3118,9.04304,45.41696
2812,3118,9.04604,45.41696
2813,3118,9.04905,45.41696
2814,3118,9.05205,45.41696
2815,3118,9.05505,45.41696
2816,3118,9.05806,45.41696
2817,3118,9.06106,45.41696
2818,3118,9.06406,45.41695
2819,3118,9.06707,45.41695
2820,3118,9.07007,45.41695
2821,3118,9.07307,45.41695
2822,3118,9.07608,45.41695
2823,3118,9.07908,45.41695
2824,3118,9.08209,45.41694
2825,3118,9.08509,45.41694
2826,3118,9.08809,45.41694
2827,3118,9.0911,45.41694
2828,2935,9.0941,45.41693
2829,2935,9.0971,45.41693
2830,2935,9.10011,45.41693
2831,2935,9.10311,45.41693
2832,2935,9.10611,45.41692
2833,2935,9.10912,45.41692
2834,2935,9.11212,45.41692
2835,2935,9.11512,45.41691
2836,2935,9.11813,45.41691
2837,2935,9.12113,45.41691
2838,2935,9.12413,45.41691
2839,2935,9.12714,45.4169
2840,2935,9.13014,45.4169
2841,2935,9.13315,45.4169
2842,2935,9.13615,45.41689
2843,2935,9.13915,45.41689
2844,2935,9.14216,45.41688
2845,2245,9.14516,45.41688
2846,2245,9.14816,45.41688
2847,3748,9.15117,45.41687
2848,3748,9.15417,45.41687
2849,2854,9.15717,45.41686
2850,2854,9.16018,45.41686
2851,2854,9.16318,45.41686
2852,2854,9.16618,45.41685
2853,2854,9.16919,45.41685
2854,2854,9.17219,45.41684
2855,2854,9.17519,45.41684
2856,2854,9.1782,45.41683
2857,2854,9.1812,45.41683
2858,2854,9.1842,45.41682
2859,2854,9.18721,45.41682
2860,3659,9.19021,45.41681
2861,2266,9.19322,45.41681
2862,2266,9.19622,45.4168
2863,2266,9.19922,45.4168
2864,2266,9.20223,45.41679
2865,2266,9.20523,45.41679
2866,2266,9.20823,45.41678
2867,2266,9.21124,45.41678
2868,2266,9.21424,45.41677
2869,2266,9.21724,45.41677
2870,2266,9.22025,45.41676
2871,3678,9.22325,45.41675
2872,3678,9.22625,45.41675
2873,3678,9.22926,45.41674
2874,3678,9.23226,45.41674
2875,3678,9.23526,45.41673
2876,3678,9.23827,45.41672
2877,3678,9.24127,45.41672
2878,3678,9.24427,45.41671
2879,2786,9.24728,45.41671
2880,2786,9.25028,45.4167
2881,2786,9.25328,45.41669
2882,2786,9.25629,45.41669
2883,2786,9.25929,45.41668
2884,2786,9.2623,45.41667
2885,2786,9.2653,45.41666
2886,2786,9.2683,45.41666
2887,2786,9.27131,45.41665
2888,2786,9.27431,45.41664
2889,2786,9.27731,45.41664
2890,2786,9.28032,45.41663
2891,2786,9.28332,45.41662
2892,2786,9.28632,45.41661
2893,2786,9.28933,45.41661
2894,2786,9.29233,45.4166
2895,2786,9.29533,45.41659
2896,3997,9.29834,45.41658
2897,3997,9.30134,45.41658
2898,3997,9.30434,45.41657
2899,3997,9.30735,45.41656
2900,3997,9.31035,45.41655
2901,3118,9.01301,45.41909
2902,3118,9.01601,45.41909
2903,3118,9.01901,45.41909
2904,4826,9.02202,45.41909
2905,3118,9.02502,45.41909
2906,3118,9.02802,45.41908
2907,3118,9.03103,45.41908
2908,3118,9.03403,45.41908
2909,3118,9.03703,45.41908
2910,3118,9.04004,45.41908
2911,3118,9.04304,45.41908
2912,3118,9.04605,45.41908
2913,3118,9.04905,45.41908
2914,3118,9.05205,45.41908
2915,3118,9.05506,45.41907
2916,3118,9.05806,45.41907
2917,3118,9.06106,45.41907
2918,3118,9.06407,45.41907
2919,3118,9.06707,45.41907
2920,3118,9.07007,45.41907
2921,3118,9.07308,45.41906
2922,3118,9.07608,45.41906
2923,3118,9.07908,45.41906
2924,3118,9.08209,45.41906
2925,3118,9.08509,45.41906
2926,3118,9.0881,45.41905
2927,3633,9.0911,45.41905
2928,3633,9.0941,45.41905
2929,3633,9.09711,45.41905
2930,2935,9.10011,45.41904
2931,2935,9.10311,45.41904
2932,2935,9.10612,45.41904
2933,2935,9.10912,45.41904
2934,2935,9.11212,45.41903
2935,2935,9.11513,45.41903
2936,2935,9.11813,45.41903
2937,2935,9.12114,45.41902
2938,2935,9.12414,45.41902
2939,2935,9.12714,45.41902
2940,2935,9.13015,45.41901
2941,2935,9.13315,45.41901
2942,2935,9.13615,45.41901
2943,2935,9.13916,45.419
2944,2935,9.14216,45.419
2945,3748,9.14516,45.419
2946,3748,9.14817,45.41899
2947,3748,9.15117,45.41899
2948,3748,9.15418,45.41898
2949,3748,9.15718,45.41898
2950,3748,9.16018,45.41898
2951,2854,9.16319,45.41897
2952,2854,9.16619,45.41897
2953,2854,9.16919,45.41896
2954,2854,9.1722,45.41896
2955,2854,9.1752,45.41895
2956,3659,9.1782,45.41895
2957,3659,9.18121,45.41894
2958,3659,9.18421,45.41894
2959,3659,9.18722,45.41893
2960,3659,9.19022,45.41893
2961,2266,9.19322,45.41892
2962,2266,9.19623,45.41892
2963,2266,9.19923,45.41891
2964,2266,9.20223,45.41891
2965,2266,9.20524,45.4189
2966,2266,9.20824,45.4189
2967,2266,9.21124,45.41889
2968,2266,9.21425,45.41889
2969,2266,9.21725,45.41888
2970,2266,9.22025,45.41888
2971,3678,9.22326,45.41887
2972,3678,9.22626,45.41886
2973,3678,9.22927,45.41886
2974,3678,9.23227,45.41885
2975,3678,9.23527,45.41885
2976,3678,9.23828,45.41884
2977,3678,9.24128,45.41883
2978,3678,9.24428,45.41883
2979,2786,9.24729,45.41882
2980,2786,9.25029,45.41881
2981,2786,9.25329,45.41881
2982,2786,9.2563,45.4188
2983,2786,9.2593,45.41879
2984,2786,9.26231,45.41879
2985,2786,9.26531,45.41878
2986,2786,9.26831,45.41877
2987,2786,9.27132,45.41877
2988,2786,9.27432,45.41876
2989,2786,9.27732,45.41875
2990,2786,9.28033,45.41874
2991,2786,9.28333,45.41874
2992,2786,9.28633,45.41873
2993,2786,9.28934,45.41872
2994,2786,9.29234,45.41871
2995,2786,9.29534,45.41871
2996,3997,9.29835,45.4187
2997,3997,9.30135,45.41869
2998,3997,9.30436,45.41868
2999,3997,9.30736,45.41867
3000,3997,9.31036,45.41867
3001,3118,9.01301,45.4212
3002,3118,9.01601,45.4212
3003,3118,9.01901,45.4212
3004,3118,9.02202,45.4212
3005,3118,9.02502,45.4212
3006,3118,9.02802,45.4212
3007,3118,9.03103,45.4212
3008,3118,9.03403,45.4212
3009,3118,9.03704,45.4212
3010,3118,9.04004,45.4212
3011,3118,9.04304,45.4212
3012,3118,9.04605,45.42119
3013,3118,9.04905,45.42119
3014,3118,9.05205,45.42119
3015,3118,9.05506,45.42119
3016,3118,9.05806,45.42119
3017,3118,9.06107,45.42119
3018,3118,9.06407,45.42119
3019,3118,9.06707,45.42118
3020,3118,9.07008,45.42118
3021,3118,9.07308,45.42118
3022,3118,9.07608,45.42118
3023,3118,9.07909,45.42118
3024,3118,9.08209,45.42117
3025,3118,9.0851,45.42117
3026,3633,9.0881,45.42117
3027,3633,9.0911,45.42117
3028,3633,9.09411,45.42116
3029,3633,9.09711,45.42116
3030,3633,9.10011,45.42116
3031,3633,9.10312,45.42116
3032,2935,9.10612,45.42115
3033,2935,9.10913,45.42115
3034,2935,9.11213,45.42115
3035,2935,9.11513,45.42115
3036,2935,9.11814,45.42114
3037,2935,9.12114,45.42114
3038,2935,9.12414,45.42114
3039,2935,9.12715,45.42113
3040,2935,9.13015,45.42113
3041,2935,9.13316,45.42113
3042,2935,9.13616,45.42112
3043,3633,9.13916,45.42112
3044,3633,9.14217,45.42111
3045,3748,9.14517,45.42111
3046,3748,9.14817,45.42111
3047,3748,9.15118,45.4211
3048,3748,9.15418,45.4211
3049,3748,9.15718,45.4211
3050,3748,9.16019,45.42109
3051,2854,9.16319,45.42109
3052,2854,9.1662,45.42108
3053,2854,9.1692,45.42108
3054,2854,9.1722,45.42107
3055,3659,9.17521,45.42107
3056,3659,9.17821,45.42106
3057,3659,9.18121,45.42106
3058,3659,9.18422,45.42105
3059,3659,9.18722,45.42105
3060,3659,9.19023,45.42105
3061,3659,9.19323,45.42104
3062,2266,9.19623,45.42103
3063,2266,9.19924,45.42103
3064,2266,9.20224,45.42102
3065,2266,9.20524,45.42102
3066,2266,9.20825,45.42101
3067,2266,9.21125,45.42101
3068,2266,9.21426,45.421
3069,2266,9.21726,45.421
3070,2266,9.22026,45.42099
3071,3678,9.22327,45.42099
3072,3678,9.22627,45.42098
3073,3678,9.22927,45.42097
3074,3678,9.23228,45.42097
3075,3678,9.23528,45.42096
3076,3678,9.23829,45.42095
3077,3678,9.24129,45.42095
3078,3678,9.24429,45.42094
3079,2786,9.2473,45.42094
3080,2786,9.2503,45.42093
3081,2786,9.2533,45.42092
3082,2786,9.25631,45.42092
3083,2786,9.25931,45.42091
3084,2786,9.26231,45.4209
3085,2786,9.26532,45.4209
3086,2786,9.26832,45.42089
3087,2786,9.27133,45.42088
3088,2786,9.27433,45.42087
3089,2786,9.27733,45.42087
3090,2786,9.28034,45.42086
3091,2786,9.28334,45.42085
3092,2786,9.28634,45.42084
3093,2786,9.28935,45.42084
3094,2786,9.29235,45.42083
3095,3997,9.29536,45.42082
3096,3997,9.29836,45.42081
3097,3997,9.30136,45.42081
3098,3997,9.30437,45.4208
3099,3997,9.30737,45.42079
3100,3997,9.31037,45.42078
3101,3118,9.01301,45.42332
3102,3118,9.01601,45.42332
3103,3118,9.01901,45.42332
3104,4826,9.02202,45.42332
3105,4826,9.02502,45.42332
3106,3118,9.02803,45.42332
3107,3118,9.03103,45.42331
3108,3118,9.03403,45.42331
3109,3118,9.03704,45.42331
3110,3118,9.04004,45.42331
3111,3118,9.04304,45.42331
3112,3118,9.04605,45.42331
3113,3118,9.04905,45.42331
3114,3118,9.05206,45.42331
3115,3118,9.05506,45.42331
3116,3118,9.05806,45.4233
3117,3118,9.06107,45.4233
3118,3118,9.06407,45.4233
3119,3118,9.06708,45.4233
3120,3118,9.07008,45.4233
3121,3118,9.07308,45.4233
3122,3118,9.07609,45.42329
3123,3118,9.07909,45.42329
3124,3118,9.08209,45.42329
3125,3118,9.0851,45.42329
3126,3118,9.0881,45.42328
3127,3633,9.09111,45.42328
3128,3633,9.09411,45.42328
3129,3633,9.09711,45.42328
3130,3633,9.10012,45.42327
3131,3633,9.10312,45.42327
3132,3633,9.10613,45.42327
3133,3633,9.10913,45.42327
3134,3633,9.11213,45.42326
3135,3633,9.11514,45.42326
3136,3633,9.11814,45.42326
3137,3633,9.12114,45.42325
3138,3633,9.12415,45.42325
3139,3633,9.12715,45.42325
3140,3633,9.13016,45.42324
3141,3633,9.13316,45.42324
3142,3633,9.13616,45.42324
